"entity_id","region_id","city","city_code"
,648,"Molagavita","68468"
,648,"Ocamonte","68498"
,648,"Oiba","68500"
,648,"Onzaga","68502"
,648,"Palmar","68522"
,648,"Palmas Del Socorro","68524"
,648,"Páramo","68533"
,648,"Piedecuesta","68547"
,648,"Pinchote","68549"
,648,"Puente Nacional","68572"
,648,"Puerto Parra","68573"
,648,"Puerto Wilches","68575"
,648,"Rionegro","68615"
,648,"Sabana De Torres","68655"
,648,"San Andrés","68669"
,648,"San Benito","68673"
,648,"San Gil","68679"
,648,"San Joaquín","68682"
,648,"San José De Miranda","68684"
,648,"San Miguel","68686"
,648,"San Vicente De Chucurí","68689"
,648,"Santa Bárbara","68705"
,648,"Santa Helena Del Opón","68720"
,648,"Simacota","68745"
,648,"Socorro","68755"
,648,"Suaita","68770"
,648,"Sucre","68773"
,648,"Suratá","68780"
,648,"Tona","68820"
,648,"Valle De San José","68855"
,648,"Vélez","68861"
,648,"Vetas","68867"
,648,"Villanueva","68872"
,648,"Zapatoca","68895"
,649,"Sincelejo","70001"
,649,"Buenavista","70110"
,649,"Caimito","70124"
,649,"Colosó","70204"
,649,"Corozal","70215"
,649,"Coveñas","70221"
,649,"Chalán","70230"
,649,"El Roble","70233"
,649,"Galeras","70235"
,649,"Guaranda","70265"
,649,"La Unión","70400"
,649,"Los Palmitos","70418"
,649,"Majagual","70429"
,649,"Morroa","70473"
,649,"Ovejas","70508"
,649,"Palmito","70523"
,649,"Sampués","70670"
,649,"San Benito Abad","70678"
,649,"San Juan De Betulia","70702"
,649,"San Marcos","70708"
,649,"San Onofre","70713"
,649,"San Pedro","70717"
,649,"San Luis De Sincé","70742"
,649,"Sucre","70771"
,649,"Santiago De Tolú","70820"
,649,"San José De Toluviejo","70823"
,650,"Ibagué","73001"
,650,"Alpujarra","73024"
,650,"Alvarado","73026"
,650,"Ambalema","73030"
,650,"Anzoátegui","73043"
,650,"Armero","73055"
,650,"Ataco","73067"
,650,"Cajamarca","73124"
,650,"Carmen De Apicalá","73148"
,650,"Casabianca","73152"
,650,"Chaparral","73168"
,650,"Coello","73200"
,650,"Coyaima","73217"
,650,"Cunday","73226"
,650,"Dolores","73236"
,650,"Espinal","73268"
,650,"Falan","73270"
